Customer ID,Total_Spending,Avg_Order_Value,Order_Count,Total_Quantity,Avg_Quantity,Customer_Type
13191,164.69,2.79,59,115,1.95,Retail
13192,1646.64,16.63,99,1034,10.44,Retail
13194,412.08,58.87,7,300,42.86,Retail
13195,136.73,2.97,46,70,1.52,Retail
13196,1271.06,16.3,78,782,10.03,Retail
13197,373.01,19.63,19,204,10.74,Retail
13198,1572.99,17.87,88,801,9.1,Retail
13199,6615.77,75.18,88,5843,66.4,Wholesale
13201,1233.06,14.34,86,1036,12.05,Retail
13202,1580.3,22.9,69,572,8.29,Retail
13203,1778.79,15.88,112,1613,14.4,Retail
13204,966.66,16.96,57,428,7.51,Retail
13205,2803.2,2803.2,1,256,256.0,Wholesale
13206,8308.19,14.68,566,7086,12.52,Retail
13207,285.6,57.12,5,48,9.6,Retail
13208,758.65,7.29,104,540,5.19,Retail
13209,2617.9,58.18,45,1528,33.96,Retail
13211,1523.35,10.43,146,1011,6.92,Retail
13213,2330.94,20.45,114,1602,14.05,Retail
13214,3264.23,14.25,229,2966,12.95,Retail
13215,81.6,81.6,1,96,96.0,Wholesale
13217,132.5,132.5,1,250,250.0,Wholesale
13219,76.23,6.93,11,11,1.0,Retail
13220,516.8,16.15,32,200,6.25,Retail
13222,88.5,88.5,1,30,30.0,Retail
13223,805.92,100.74,8,480,60.0,Wholesale
13225,9796.23,105.34,93,3985,42.85,Retail
13226,204.25,17.02,12,99,8.25,Retail
13230,3457.83,5.11,677,1915,2.83,Retail
13233,571.34,17.31,33,600,18.18,Retail
13234,346.5,5.68,61,159,2.61,Retail
13237,643.0,26.79,24,128,5.33,Retail
13238,305.9,19.12,16,144,9.0,Retail
13239,1265.13,17.57,72,824,11.44,Retail
13240,1036.21,6.69,155,542,3.5,Retail
13241,112.53,2.81,40,46,1.15,Retail
13242,429.0,19.5,22,220,10.0,Retail
13243,635.26,4.29,148,322,2.18,Retail
13245,558.72,19.27,29,246,8.48,Retail
13246,1390.23,5.92,235,1209,5.14,Retail
13249,897.52,74.79,12,700,58.33,Wholesale
13250,253.09,13.32,19,107,5.63,Retail
13251,252.68,10.11,25,215,8.6,Retail
13252,399.3,21.02,19,134,7.05,Retail
13253,1920.71,49.25,39,1443,37.0,Retail
13254,51.41,12.85,4,43,10.75,Retail
13255,504.95,26.58,19,340,17.89,Retail
13257,149.75,21.39,7,33,4.71,Retail
13258,336.6,42.08,8,164,20.5,Retail
13259,1119.36,4.82,232,377,1.62,Retail
13262,373.16,9.57,39,122,3.13,Retail
13263,1239.27,5.21,238,604,2.54,Retail
13264,722.56,19.01,38,375,9.87,Retail
13266,2300.78,19.17,120,2409,20.08,Retail
13267,5236.77,24.36,215,2135,9.93,Retail
13269,3545.47,19.37,183,3050,16.67,Retail
13270,590.0,590.0,1,200,200.0,Wholesale
13274,360.85,18.99,19,199,10.47,Retail
13275,238.86,4.98,48,138,2.88,Retail
13276,1300.98,6.22,209,679,3.25,Retail
13277,264.9,17.66,15,206,13.73,Retail
13278,893.12,14.41,62,821,13.24,Retail
13280,1494.87,12.15,123,971,7.89,Retail
13281,350.85,15.95,22,201,9.14,Retail
13282,181.05,12.93,14,103,7.36,Retail
13283,279.7,21.52,13,114,8.77,Retail
13285,655.47,14.9,44,406,9.23,Retail
13286,734.91,15.0,49,274,5.59,Retail
13287,781.59,14.75,53,429,8.09,Retail
13288,927.61,92.76,10,379,37.9,Retail
13289,307.95,19.25,16,119,7.44,Retail
13290,208.63,208.63,1,1,1.0,Retail
13291,2909.68,10.54,276,1367,4.95,Retail
13292,415.57,14.84,28,183,6.54,Retail
13293,1192.94,16.57,72,555,7.71,Retail
13294,815.79,17.0,48,543,11.31,Retail
13295,900.77,15.8,57,651,11.42,Retail
13296,705.11,14.69,48,575,11.98,Retail
13297,2278.77,35.61,64,1731,27.05,Retail
13299,1076.2,18.88,57,386,6.77,Retail
13300,913.62,26.1,35,252,7.2,Retail
13302,95.45,47.72,2,7,3.5,Retail
13303,61.72,15.43,4,26,6.5,Retail
13304,917.57,16.1,57,478,8.39,Retail
13305,1751.75,14.13,124,1128,9.1,Retail
13306,53.65,13.41,4,74,18.5,Retail
13307,258.34,18.45,14,136,9.71,Retail
13308,284.86,16.76,17,230,13.53,Retail
13309,249.58,10.85,23,370,16.09,Retail
13310,409.17,17.79,23,229,9.96,Retail
13312,124.75,24.95,5,41,8.2,Retail
13313,1890.0,17.34,109,1457,13.37,Retail
13315,310.26,14.1,22,232,10.55,Retail
13316,7207.89,82.85,87,14423,165.78,Wholesale
13317,4212.41,19.15,220,2114,9.61,Retail
13319,11236.95,23.46,479,4546,9.49,Retail
13320,679.4,15.44,44,423,9.61,Retail
13324,3391.52,59.5,57,3243,56.89,Wholesale
13326,281.76,21.67,13,140,10.77,Retail
13327,6251.71,26.72,234,2879,12.3,Retail
13329,4323.97,40.04,108,3023,27.99,Retail
13330,1655.17,25.86,64,1200,18.75,Retail
13331,262.4,21.87,12,54,4.5,Retail
13333,1015.74,18.47,55,685,12.45,Retail
13334,2699.48,12.92,209,1434,6.86,Retail
13337,1575.26,18.11,87,980,11.26,Retail
13338,1958.6,17.97,109,895,8.21,Retail
13340,11364.08,140.3,81,3866,47.73,Retail
13346,299.4,49.9,6,180,30.0,Retail
13357,3196.11,10.48,305,1791,5.87,Retail
13359,603.75,18.3,33,220,6.67,Retail
13360,1553.65,23.54,66,942,14.27,Retail
13361,1450.5,42.66,34,324,9.53,Retail
13362,2303.33,17.45,132,1099,8.33,Retail
13363,731.36,17.41,42,436,10.38,Retail
13367,510.2,25.51,20,253,12.65,Retail
13368,498.1,21.66,23,279,12.13,Retail
13369,308.28,22.02,14,149,10.64,Retail
13370,754.87,19.36,39,343,8.79,Retail
13371,2297.66,24.97,92,1019,11.08,Retail
13373,4274.94,21.37,200,2612,13.06,Retail
13374,422.8,24.87,17,135,7.94,Retail
13375,1013.58,29.81,34,682,20.06,Retail
13377,1552.88,19.91,78,748,9.59,Retail
13380,62.4,20.8,3,48,16.0,Retail
13381,4585.06,24.92,184,3096,16.83,Retail
13382,1164.59,16.4,71,732,10.31,Retail
13383,305.28,305.28,1,288,288.0,Wholesale
13384,2528.9,22.58,112,1720,15.36,Retail
13386,835.46,26.95,31,514,16.58,Retail
13387,186.94,2.63,71,123,1.73,Retail
13388,508.55,14.96,34,419,12.32,Retail
13392,91.14,11.39,8,82,10.25,Retail
13393,1131.45,16.4,69,662,9.59,Retail
13394,4101.68,16.15,254,2962,11.66,Retail
13395,872.51,14.54,60,1324,22.07,Retail
13397,1647.74,32.31,51,906,17.76,Retail
13398,213.0,16.38,13,60,4.62,Retail
13399,275.4,18.36,15,120,8.0,Retail
13400,310.83,13.51,23,284,12.35,Retail
13402,913.9,16.03,57,628,11.02,Retail
13403,154.5,25.75,6,70,11.67,Retail
13405,641.36,40.08,16,690,43.12,Retail
13406,568.92,63.21,9,292,32.44,Retail
13407,2244.7,26.41,85,1690,19.88,Retail
13408,23616.42,65.24,362,13267,36.65,Retail
13410,1198.9,54.5,22,726,33.0,Retail
13412,487.35,14.33,34,176,5.18,Retail
13413,429.44,9.99,43,455,10.58,Retail
13414,1103.64,35.6,31,1128,36.39,Retail
13415,784.17,7.76,101,496,4.91,Retail
13416,228.3,32.61,7,66,9.43,Retail
13417,1028.66,20.99,49,370,7.55,Retail
13418,6055.47,23.65,256,3670,14.34,Retail
13421,2225.04,13.65,163,1223,7.5,Retail
13423,217.03,18.09,12,141,11.75,Retail
13424,572.77,14.32,40,529,13.22,Retail
13425,1766.22,17.84,99,1235,12.47,Retail
13426,4526.06,24.33,186,2623,14.1,Retail
13427,423.93,18.43,23,335,14.57,Retail
13428,276.76,4.13,67,205,3.06,Retail
13431,2047.14,24.66,83,898,10.82,Retail
13432,439.1,3.96,111,217,1.95,Retail
13433,658.32,27.43,24,190,7.92,Retail
13434,1132.62,45.3,25,564,22.56,Retail
13435,637.44,13.28,48,625,13.02,Retail
13438,46.5,46.5,1,10,10.0,Retail
13439,702.9,6.22,113,710,6.28,Retail
13440,1295.25,21.95,59,573,9.71,Retail
13441,424.26,16.97,25,316,12.64,Retail
13442,419.87,11.05,38,115,3.03,Retail
13443,1273.16,6.37,200,805,4.03,Retail
13444,619.08,10.86,57,331,5.81,Retail
13445,241.9,34.56,7,198,28.29,Retail
13446,3881.89,20.22,192,2403,12.52,Retail
13448,5655.2,15.84,357,2709,7.59,Retail
13450,2076.32,27.32,76,2336,30.74,Retail
13451,4191.8,7.12,589,3101,5.26,Retail
13452,139.8,139.8,1,4,4.0,Retail
13453,424.71,18.47,23,207,9.0,Retail
13454,219.87,9.56,23,198,8.61,Retail
13455,1847.59,18.85,98,631,6.44,Retail
13457,148.22,16.47,9,96,10.67,Retail
13458,2312.7,22.45,103,1252,12.16,Retail
13459,1160.41,15.9,73,986,13.51,Retail
13461,2715.0,77.57,35,1962,56.06,Wholesale
13462,1002.35,16.17,62,635,10.24,Retail
13464,2422.96,22.03,110,1037,9.43,Retail
13465,931.12,27.39,34,584,17.18,Retail
13466,705.45,18.56,38,401,10.55,Retail
13468,7670.54,18.05,425,3223,7.58,Retail
13469,82.4,13.73,6,52,8.67,Retail
13472,592.24,21.15,28,310,11.07,Retail
13473,2235.12,45.61,49,734,14.98,Retail
13474,419.75,6.56,64,189,2.95,Retail
13476,823.0,17.15,48,296,6.17,Retail
13477,1364.59,17.49,78,1070,13.72,Retail
13478,2215.78,17.73,125,1189,9.51,Retail
13479,550.42,14.48,38,582,15.32,Retail
13480,627.82,15.31,41,362,8.83,Retail
13481,2026.28,17.62,115,913,7.94,Retail
13482,151.45,16.83,9,71,7.89,Retail
13484,476.92,15.38,31,180,5.81,Retail
13485,2564.98,19.0,135,1521,11.27,Retail
13487,271.47,18.1,15,97,6.47,Retail
13488,6619.57,21.92,302,3373,11.17,Retail
13490,154.25,19.28,8,25,3.12,Retail
13491,3350.74,18.41,182,1482,8.14,Retail
13495,3329.39,33.63,99,1845,18.64,Retail
13497,972.28,20.26,48,416,8.67,Retail
13498,327.38,19.26,17,362,21.29,Retail
13500,299.53,14.98,20,229,11.45,Retail
13501,1544.79,24.92,62,693,11.18,Retail
13502,488.5,32.57,15,226,15.07,Retail
13503,1642.39,9.55,172,857,4.98,Retail
13506,1180.68,16.4,72,850,11.81,Retail
13508,176.08,11.0,16,156,9.75,Retail
13509,135.0,27.0,5,108,21.6,Retail
13510,2766.73,15.9,174,1658,9.53,Retail
13511,282.76,56.55,5,60,12.0,Retail
13512,462.18,19.26,24,276,11.5,Retail
13513,619.49,20.65,30,255,8.5,Retail
13514,663.7,39.04,17,248,14.59,Retail
13515,374.7,22.04,17,138,8.12,Retail
13516,295.85,17.4,17,129,7.59,Retail
13519,220.46,20.04,11,110,10.0,Retail
13520,3285.05,29.33,112,1640,14.64,Retail
13523,1136.64,19.27,59,602,10.2,Retail
13526,1182.0,26.86,44,1911,43.43,Retail
13527,2298.93,10.17,226,1053,4.66,Retail
13530,402.98,22.39,18,272,15.11,Retail
13531,1254.72,18.45,68,426,6.26,Retail
13534,1850.82,19.28,96,908,9.46,Retail
13535,89.5,89.5,1,10,10.0,Retail
13537,717.85,17.09,42,337,8.02,Retail
13538,1822.28,15.58,117,784,6.7,Retail
13539,938.02,19.14,49,390,7.96,Retail
13540,632.39,19.76,32,189,5.91,Retail
13541,785.25,78.53,10,279,27.9,Retail
13542,3959.49,11.96,331,804,2.43,Retail
13543,1439.61,30.63,47,329,7.0,Retail
13544,514.14,3.21,160,219,1.37,Retail
13545,364.93,6.76,54,252,4.67,Retail
13546,465.15,8.46,55,230,4.18,Retail
13547,167.08,3.8,44,79,1.8,Retail
13548,223.28,3.66,61,122,2.0,Retail
13549,87.6,10.95,8,96,12.0,Retail
13550,342.55,8.16,42,430,10.24,Retail
13551,152.4,152.4,1,24,24.0,Retail
13552,3208.85,32.74,98,1213,12.38,Retail
13553,499.6,5.61,89,201,2.26,Retail
13554,1629.35,8.31,196,578,2.95,Retail
13555,4792.96,18.29,262,2126,8.11,Retail
13556,200.82,22.31,9,134,14.89,Retail
13557,2448.2,16.77,146,1852,12.68,Retail
13559,990.0,495.0,2,360,180.0,Wholesale
13561,1661.54,7.73,215,1042,4.85,Retail
13562,3038.85,26.66,114,846,7.42,Retail
13564,15310.35,13.21,1159,8497,7.33,Retail
13565,174.58,7.94,22,88,4.0,Retail
13566,831.76,4.22,197,690,3.5,Retail
13567,1079.29,5.37,201,643,3.2,Retail
13569,497.74,4.05,123,232,1.89,Retail
13571,2448.32,7.35,333,1434,4.31,Retail
13573,614.27,9.91,62,345,5.56,Retail
13574,404.45,4.44,91,304,3.34,Retail
13576,4834.4,31.6,153,1968,12.86,Retail
13577,1801.68,21.2,85,870,10.24,Retail
13578,147.66,16.41,9,127,14.11,Retail
13579,1072.0,16.0,67,588,8.78,Retail
13580,107.75,21.55,5,45,9.0,Retail
13581,162.53,7.07,23,89,3.87,Retail
13582,241.68,21.97,11,106,9.64,Retail
13583,664.0,15.44,43,372,8.65,Retail
13584,243.3,4.34,56,323,5.77,Retail
13585,684.54,17.55,39,1386,35.54,Retail
13586,127.28,6.36,20,38,1.9,Retail
13587,961.1,43.69,22,484,22.0,Retail
13589,741.09,23.91,31,179,5.77,Retail
13590,4354.12,13.65,319,3423,10.73,Retail
13591,976.81,22.72,43,365,8.49,Retail
13593,3481.41,12.39,281,1451,5.16,Retail
13594,136.35,19.48,7,37,5.29,Retail
13595,784.48,5.49,143,341,2.38,Retail
13597,396.71,23.34,17,231,13.59,Retail
13598,601.92,10.56,57,341,5.98,Retail
13599,5013.96,30.76,163,3200,19.63,Retail
13600,298.9,13.59,22,275,12.5,Retail
13601,466.67,5.43,86,409,4.76,Retail
13602,596.28,17.04,35,271,7.74,Retail
13604,717.62,34.17,21,242,11.52,Retail
13605,522.67,9.86,53,425,8.02,Retail
13607,400.3,16.68,24,178,7.42,Retail
13608,232.05,6.82,34,110,3.24,Retail
13609,167.35,23.91,7,19,2.71,Retail
13610,1021.38,5.55,184,381,2.07,Retail
13611,2143.53,13.92,154,1234,8.01,Retail
13612,818.29,16.37,50,444,8.88,Retail
13613,1039.85,17.62,59,445,7.54,Retail
13614,747.28,10.83,69,257,3.72,Retail
13615,5854.84,17.02,344,2721,7.91,Retail
13616,283.85,8.11,35,172,4.91,Retail
13617,734.57,11.66,63,293,4.65,Retail
13619,224.94,5.0,45,79,1.76,Retail
13620,112.34,22.47,5,74,14.8,Retail
13622,658.95,20.59,32,379,11.84,Retail
13623,1805.32,8.76,206,724,3.51,Retail
13624,462.08,21.0,22,820,37.27,Retail
13625,301.26,14.35,21,144,6.86,Retail
13626,449.81,17.99,25,189,7.56,Retail
13627,607.43,16.42,37,363,9.81,Retail
13628,310.14,19.38,16,106,6.62,Retail
13629,5578.5,199.23,28,3350,119.64,Wholesale
13632,1526.88,20.36,75,602,8.03,Retail
13634,3486.41,13.41,260,1390,5.35,Retail
13635,1928.13,19.28,100,1207,12.07,Retail
13639,312.93,16.47,19,197,10.37,Retail
13640,405.0,101.25,4,108,27.0,Retail
13641,1016.47,23.1,44,1098,24.95,Retail
13642,159.92,3.33,48,80,1.67,Retail
13643,1637.33,22.13,74,629,8.5,Retail
13646,326.25,5.62,58,79,1.36,Retail
13647,1393.56,22.85,61,908,14.89,Retail
13648,1764.02,16.64,106,960,9.06,Retail
13649,1304.88,13.05,100,710,7.1,Retail
13650,1451.66,19.1,76,824,10.84,Retail
13651,132.65,16.58,8,29,3.62,Retail
13652,1475.77,15.37,96,992,10.33,Retail
13653,152.2,16.91,9,72,8.0,Retail
13654,3600.67,22.09,163,2580,15.83,Retail
13655,1347.54,21.39,63,620,9.84,Retail
13656,699.2,18.4,38,372,9.79,Retail
13658,3386.33,26.25,129,1152,8.93,Retail
13659,3321.68,19.43,171,1645,9.62,Retail
13660,306.64,7.67,40,136,3.4,Retail
13661,325.24,19.13,17,118,6.94,Retail
13662,1352.35,16.1,84,636,7.57,Retail
13663,1858.04,21.61,86,802,9.33,Retail
13665,1711.66,16.15,106,1652,15.58,Retail
13666,43.25,6.18,7,13,1.86,Retail
13668,6638.65,22.66,293,2374,8.1,Retail
13669,195.0,39.0,5,156,31.2,Retail
13671,172.6,2.7,64,95,1.48,Retail
13672,233.53,19.46,12,81,6.75,Retail
13674,240.68,17.19,14,102,7.29,Retail
13676,243.9,18.76,13,104,8.0,Retail
13677,551.24,5.2,106,217,2.05,Retail
13679,281.26,5.63,50,102,2.04,Retail
13680,7700.55,17.04,452,3310,7.32,Retail
13683,258.6,25.86,10,180,18.0,Retail
13684,529.75,6.71,79,196,2.48,Retail
13686,337.04,12.96,26,308,11.85,Retail
13687,11880.84,264.02,45,87167,1937.04,Wholesale
13688,375.5,75.1,5,130,26.0,Retail
13689,349.5,116.5,3,210,70.0,Wholesale
13691,212.78,3.94,54,145,2.69,Retail
13692,1626.08,37.82,43,875,20.35,Retail
13693,2011.82,18.98,106,880,8.3,Retail
13694,131443.19,137.35,957,125893,131.55,Wholesale
13695,266.6,44.43,6,188,31.33,Retail
13696,2020.4,84.18,24,552,23.0,Retail
13698,451.73,11.89,38,227,5.97,Retail
13699,455.57,19.81,23,153,6.65,Retail
13700,348.34,7.57,46,505,10.98,Retail
13701,161.0,17.89,9,80,8.89,Retail
13702,135.18,27.04,5,74,14.8,Retail
13703,326.06,9.06,36,118,3.28,Retail
13705,1323.47,23.63,56,646,11.54,Retail
13706,300.38,16.69,18,112,6.22,Retail
13707,2559.45,23.92,107,1859,17.37,Retail
13709,1263.7,17.55,72,614,8.53,Retail
13710,329.04,47.01,7,160,22.86,Retail
13711,1540.2,19.5,79,679,8.59,Retail
13712,537.58,23.37,23,776,33.74,Retail
13713,740.76,9.26,80,284,3.55,Retail
13714,161.35,5.38,30,50,1.67,Retail
13715,7348.3,17.37,423,4345,10.27,Retail
13717,318.29,14.47,22,185,8.41,Retail
13719,1741.4,9.26,188,979,5.21,Retail
13721,217.4,15.53,14,196,14.0,Retail
13722,3260.0,31.35,104,1658,15.94,Retail
13723,994.23,19.12,52,550,10.58,Retail
13724,213.01,5.07,42,130,3.1,Retail
13727,740.67,11.76,63,206,3.27,Retail
13728,1839.03,18.21,101,811,8.03,Retail
13729,724.73,18.58,39,419,10.74,Retail
13733,487.03,16.79,29,335,11.55,Retail
13734,6695.69,247.99,27,302,11.19,Retail
13735,6879.23,15.22,452,3007,6.65,Retail
13736,2022.67,5.56,364,1053,2.89,Retail
13738,434.78,4.89,89,237,2.66,Retail
13739,75.3,25.1,3,22,7.33,Retail
13740,1232.02,17.35,71,562,7.92,Retail
13745,477.32,15.4,31,650,20.97,Retail
13746,176.69,19.63,9,83,9.22,Retail
13747,169.8,33.96,5,60,12.0,Retail
13748,1320.1,42.58,31,669,21.58,Retail
13750,1954.92,38.33,51,854,16.75,Retail
13752,404.45,21.29,19,131,6.89,Retail
13753,1353.31,30.07,45,938,20.84,Retail
13754,164.45,18.27,9,101,11.22,Retail
13756,3999.23,19.7,203,2238,11.02,Retail
13757,195.55,24.44,8,54,6.75,Retail
13758,6226.43,32.43,192,3224,16.79,Retail
13760,1076.85,17.37,62,426,6.87,Retail
13761,881.52,16.95,52,437,8.4,Retail
13762,2165.76,77.35,28,2336,83.43,Wholesale
13763,3502.48,100.07,35,2496,71.31,Wholesale
13764,1400.2,8.59,163,1158,7.1,Retail
13765,352.82,20.75,17,297,17.47,Retail
13766,190.35,11.2,17,137,8.06,Retail
13767,18320.17,42.9,427,7913,18.53,Retail
13768,875.97,26.54,33,373,11.3,Retail
13769,3003.91,20.03,150,1411,9.41,Retail
13770,785.37,16.36,48,468,9.75,Retail
13771,3094.37,31.9,97,1663,17.14,Retail
13772,1977.39,5.02,394,906,2.3,Retail
13773,301.54,15.87,19,174,9.16,Retail
13775,1049.66,16.66,63,455,7.22,Retail
13776,623.98,311.99,2,2,1.0,Retail
13777,30501.26,157.22,194,13845,71.37,Wholesale
13778,945.79,27.02,35,441,12.6,Retail
13779,161.13,5.97,27,53,1.96,Retail
13780,372.06,9.07,41,161,3.93,Retail
13781,650.99,16.27,40,270,6.75,Retail
13782,877.22,7.02,125,274,2.19,Retail
13783,1542.09,154.21,10,3437,343.7,Wholesale
13784,447.44,37.29,12,334,27.83,Retail
13785,542.49,18.08,30,151,5.03,Retail
13786,3127.99,26.97,116,1515,13.06,Retail
13787,913.46,16.61,55,661,12.02,Retail
13788,3.75,3.75,1,1,1.0,Retail
13789,239.46,13.3,18,258,14.33,Retail
13792,188.4,18.84,10,64,6.4,Retail
13793,96.0,13.71,7,52,7.43,Retail
13794,126.03,14.0,9,63,7.0,Retail
13795,836.3,28.84,29,1250,43.1,Retail
13796,289.7,13.17,22,218,9.91,Retail
13797,1179.45,15.12,78,573,7.35,Retail
13798,38683.02,103.71,373,24399,65.41,Wholesale
13799,2114.71,31.56,67,1137,16.97,Retail
13800,1121.24,28.03,40,560,14.0,Retail
13802,21659.69,55.82,388,11557,29.79,Retail
13803,1061.84,17.41,61,710,11.64,Retail
13804,572.73,17.9,32,335,10.47,Retail
13807,422.2,16.89,25,116,4.64,Retail
13809,524.65,40.36,13,252,19.38,Retail
13813,1398.61,18.9,74,740,10.0,Retail
13814,678.2,30.83,22,350,15.91,Retail
13815,3448.38,19.16,180,2821,15.67,Retail
13818,61.28,12.26,5,60,12.0,Retail
13819,1502.0,23.11,65,1200,18.46,Retail
13820,652.75,7.33,89,285,3.2,Retail
13821,993.44,6.85,145,324,2.23,Retail
13823,2445.79,19.88,123,1125,9.15,Retail
13824,1615.82,29.92,54,674,12.48,Retail
13825,255.59,6.39,40,182,4.55,Retail
13829,102.0,102.0,1,12,12.0,Retail
13830,156.85,14.26,11,47,4.27,Retail
13831,4795.09,42.81,112,1810,16.16,Retail
13832,557.69,10.72,52,392,7.54,Retail
13833,316.56,19.78,16,126,7.88,Retail
13834,324.19,20.26,16,221,13.81,Retail
13835,260.7,16.29,16,78,4.88,Retail
13836,620.37,20.01,31,273,8.81,Retail
13838,1245.91,4.34,287,520,1.81,Retail
13839,139.95,19.99,7,25,3.57,Retail
13840,651.4,16.28,40,358,8.95,Retail
13842,2244.29,15.06,149,1111,7.46,Retail
13843,319.75,17.76,18,145,8.06,Retail
13846,442.73,17.03,26,317,12.19,Retail
13847,310.72,16.35,19,96,5.05,Retail
13848,2080.0,346.67,6,6500,1083.33,Wholesale
13849,1931.35,16.23,119,867,7.29,Retail
13851,1955.0,33.14,59,820,13.9,Retail
13852,187.35,17.03,11,85,7.73,Retail
13854,4144.44,58.37,71,1414,19.92,Retail
13855,1310.34,17.95,73,575,7.88,Retail
13856,753.53,18.84,40,611,15.28,Retail
13857,1001.01,7.82,128,782,6.11,Retail
13859,314.7,39.34,8,38,4.75,Retail
13861,273.26,13.01,21,225,10.71,Retail
13862,346.73,16.51,21,239,11.38,Retail
13863,933.77,18.68,50,329,6.58,Retail
13864,662.4,662.4,1,192,192.0,Wholesale
13869,4913.22,9.2,534,2593,4.86,Retail
13870,2941.14,23.34,126,2124,16.86,Retail
13871,1482.6,22.46,66,696,10.55,Retail
13872,919.57,16.13,57,339,5.95,Retail
13873,649.32,17.55,37,332,8.97,Retail
13874,1508.7,29.58,51,684,13.41,Retail
13875,3027.58,18.24,166,1756,10.58,Retail
13877,332.44,16.62,20,370,18.5,Retail
13878,1145.33,17.09,67,464,6.93,Retail
13879,395.5,15.82,25,204,8.16,Retail
13880,1171.89,18.31,64,747,11.67,Retail
13881,28019.58,100.43,279,19642,70.4,Wholesale
13883,3885.54,22.33,174,2148,12.34,Retail
13884,1037.43,8.43,123,452,3.67,Retail
13888,1405.92,10.65,132,541,4.1,Retail
13889,1574.33,23.15,68,833,12.25,Retail
13890,1043.57,16.56,63,561,8.9,Retail
13891,859.21,8.68,99,476,4.81,Retail
13892,634.68,70.52,9,2142,238.0,Wholesale
13895,1415.45,20.82,68,695,10.22,Retail
13896,388.55,18.5,21,149,7.1,Retail
13897,849.56,20.23,42,620,14.76,Retail
13898,530.47,15.6,34,411,12.09,Retail
13900,869.64,16.72,52,508,9.77,Retail
13901,2809.14,17.45,161,1605,9.97,Retail
13902,34095.26,541.19,63,220600,3501.59,Wholesale
13903,165.45,16.55,10,103,10.3,Retail
13905,312.65,26.05,12,135,11.25,Retail
13906,42.0,42.0,1,100,100.0,Wholesale
13907,136.8,34.2,4,68,17.0,Retail
13909,282.85,7.44,38,301,7.92,Retail
13911,1654.08,18.38,90,1756,19.51,Retail
13912,124.95,17.85,7,29,4.14,Retail
13913,42.22,14.07,3,10,3.33,Retail
13915,70.8,35.4,2,24,12.0,Retail
13916,1275.81,17.24,74,673,9.09,Retail
13919,975.87,19.92,49,659,13.45,Retail
13920,1774.68,20.64,86,1772,20.6,Retail
13921,730.7,16.61,44,210,4.77,Retail
13922,692.95,30.13,23,374,16.26,Retail
13927,359.27,17.96,20,249,12.45,Retail
13929,2651.45,55.24,48,1423,29.65,Retail
13931,4019.85,18.87,213,2763,12.97,Retail
13935,6116.92,76.46,80,2252,28.15,Retail
13936,563.08,17.06,33,331,10.03,Retail
13937,721.28,16.03,45,464,10.31,Retail
13939,992.41,15.27,65,761,11.71,Retail
13941,6009.34,100.16,60,3062,51.03,Wholesale
13942,320.0,320.0,1,1000,1000.0,Wholesale
13943,246.54,16.44,15,94,6.27,Retail
13944,200.43,5.73,35,153,4.37,Retail
13945,854.15,16.75,51,413,8.1,Retail
13946,1314.66,29.21,45,2404,53.42,Wholesale
13948,446.76,21.27,21,208,9.9,Retail
13952,9572.45,35.19,272,4516,16.6,Retail
13953,3125.0,625.0,5,2500,500.0,Wholesale
13955,221.11,4.25,52,118,2.27,Retail
13957,458.25,16.97,27,157,5.81,Retail
13958,4709.23,20.75,227,2264,9.97,Retail
13959,470.73,7.03,67,339,5.06,Retail
13961,538.4,28.34,19,226,11.89,Retail
13962,193.25,16.1,12,73,6.08,Retail
13963,2347.33,17.13,137,1601,11.69,Retail
13964,438.9,18.29,24,228,9.5,Retail
13965,996.61,41.53,24,425,17.71,Retail
13966,384.26,18.3,21,760,36.19,Retail
13967,85.6,21.4,4,24,6.0,Retail
13968,123.66,15.46,8,174,21.75,Retail
13969,4266.88,9.08,470,2245,4.78,Retail
13970,846.55,65.12,13,469,36.08,Retail
13971,1909.31,18.01,106,1240,11.7,Retail
13974,264.13,17.61,15,107,7.13,Retail
13975,2795.16,6.85,408,2187,5.36,Retail
13976,834.38,18.14,46,298,6.48,Retail
13977,519.81,39.99,13,303,23.31,Retail
13979,2510.06,7.4,339,1631,4.81,Retail
13980,568.68,10.94,52,291,5.6,Retail
13981,331.14,15.05,22,234,10.64,Retail
13982,2511.08,18.33,137,1550,11.31,Retail
13983,4479.82,19.23,233,2962,12.71,Retail
13984,1128.09,14.65,77,742,9.64,Retail
13985,2960.73,22.6,131,1491,11.38,Retail
13987,682.54,14.84,46,492,10.7,Retail
13988,609.84,10.0,61,341,5.59,Retail
13989,759.98,16.89,45,894,19.87,Retail
13992,142.7,23.78,6,90,15.0,Retail
13993,3309.35,23.64,140,1235,8.82,Retail
13995,2508.32,17.42,144,1480,10.28,Retail
13996,895.76,27.14,33,613,18.58,Retail
13997,376.46,8.56,44,143,3.25,Retail
13998,566.7,18.28,31,204,6.58,Retail
13999,5600.45,21.71,258,2800,10.85,Retail
14000,1410.68,41.49,34,1128,33.18,Retail
14001,2487.01,34.07,73,911,12.48,Retail
14003,209.41,13.09,16,149,9.31,Retail
14004,1675.81,23.94,70,757,10.81,Retail
14006,1234.48,26.27,47,1540,32.77,Retail
14007,79.48,15.9,5,16,3.2,Retail
14008,509.04,15.91,32,326,10.19,Retail
14009,404.3,12.63,32,586,18.31,Retail
14010,445.15,18.55,24,177,7.38,Retail
